pre_mtype,post_mtype,gsyn,gsynSD,nrrp,dtc,dtcSD,u,uSD,d,dSD,f,fSD,gsynSRSF,uHillCoefficient,synapse_type,nrrpSD,spinevol,spinevolSD,u_gsyn_r,gsyn_nrrp_r,spinevol_nrrp_r,spinevol_gsyn_r,gsynDist,nrrpDist,uDist,dDist,fDist,spinevolDist
L6_IPC,L6_TPC:A,0.47,0.36,1.0,1.74,0.18,0.23,0.06,420.0,340.0,200.0,130.0,0.7,2.79,E2_L6PC_diff,1.0,0.0432650057887969,0.0331391533701423,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_IPC,L6_TPC:C,0.47,0.36,1.0,1.74,0.18,0.23,0.06,420.0,340.0,200.0,130.0,0.7,2.79,E2_L6PC_diff,1.0,0.0432650057887969,0.0331391533701423,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_IPC,L6_UPC,0.47,0.36,1.0,1.74,0.18,0.23,0.06,420.0,340.0,200.0,130.0,0.7,2.79,E2_L6PC_diff,1.0,0.0432650057887969,0.0331391533701423,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_TPC:A,L2_IPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.0405034096746184,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_TPC:A,L2_TPC:A,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.0405034096746184,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_TPC:A,L2_TPC:B,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.0405034096746184,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_TPC:A,L3_TPC:A,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.0405034096746184,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_TPC:A,L3_TPC:C,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.0405034096746184,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_TPC:A,L4_SSC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.0405034096746184,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_TPC:A,L4_TPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.0405034096746184,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_TPC:A,L4_UPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.0405034096746184,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_TPC:A,L5_TPC:A,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.0405034096746184,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_TPC:A,L5_TPC:B,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.0405034096746184,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_TPC:A,L5_TPC:C,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.0405034096746184,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_TPC:A,L5_UPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.0405034096746184,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_TPC:A,L6_BPC,0.34,0.1,1.0,1.74,0.18,0.23,0.06,420.0,340.0,200.0,130.0,0.7,2.79,E2_L6TPCA-BPC,1.0,0.0312980892940233,0.0092053203805951,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_TPC:A,L6_HPC,0.47,0.36,1.0,1.74,0.18,0.23,0.06,420.0,340.0,200.0,130.0,0.7,2.79,E2_L6PC_diff,1.0,0.0432650057887969,0.0331391533701423,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_TPC:A,L6_IPC,0.47,0.36,1.0,1.74,0.18,0.23,0.06,420.0,340.0,200.0,130.0,0.7,2.79,E2_L6PC_diff,1.0,0.0432650057887969,0.0331391533701423,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_TPC:A,L6_TPC:A,1.0,0.5,1.0,1.74,0.18,0.37,0.11,280.0,90.0,90.0,80.0,0.7,2.79,E2_L6TPCA,1.0,0.092053203805951,0.0460266019029755,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_TPC:A,L6_TPC:C,1.2,0.5,1.0,1.74,0.18,0.23,0.06,420.0,340.0,200.0,130.0,0.7,2.79,E2_L6TPCA-C,1.0,0.1104638445671412,0.0460266019029755,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_TPC:A,L6_UPC,0.47,0.36,1.0,1.74,0.18,0.23,0.06,420.0,340.0,200.0,130.0,0.7,2.79,E2_L6PC_diff,1.0,0.0432650057887969,0.0331391533701423,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_TPC:C,L2_IPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.0405034096746184,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_TPC:C,L2_TPC:A,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.0405034096746184,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_TPC:C,L2_TPC:B,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.0405034096746184,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_TPC:C,L3_TPC:A,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.0405034096746184,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_TPC:C,L3_TPC:C,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.0405034096746184,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_TPC:C,L4_SSC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.0405034096746184,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_TPC:C,L4_TPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.0405034096746184,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_TPC:C,L4_UPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.0405034096746184,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_TPC:C,L5_TPC:A,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.0405034096746184,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_TPC:C,L5_TPC:B,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.0405034096746184,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_TPC:C,L5_TPC:C,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.0405034096746184,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_TPC:C,L5_UPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.0405034096746184,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_TPC:C,L6_BPC,0.47,0.36,1.0,1.74,0.18,0.23,0.06,420.0,340.0,200.0,130.0,0.7,2.79,E2_L6PC_diff,1.0,0.0432650057887969,0.0331391533701423,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_TPC:C,L6_HPC,0.47,0.36,1.0,1.74,0.18,0.23,0.06,420.0,340.0,200.0,130.0,0.7,2.79,E2_L6PC_diff,1.0,0.0432650057887969,0.0331391533701423,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_TPC:C,L6_IPC,0.19,0.05,1.0,1.74,0.18,0.23,0.06,420.0,340.0,200.0,130.0,0.7,2.79,E2_L6TPCC-IPC,1.0,0.0174901087231306,0.0046026601902975,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_TPC:C,L6_TPC:A,0.47,0.36,1.0,1.74,0.18,0.23,0.06,420.0,340.0,200.0,130.0,0.7,2.79,E2_L6PC_diff,1.0,0.0432650057887969,0.0331391533701423,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_TPC:C,L6_TPC:C,0.45,0.2,1.0,1.74,0.18,0.23,0.06,420.0,340.0,200.0,130.0,0.7,2.79,E2_L6TPCC,1.0,0.0414239417126779,0.0184106407611902,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_TPC:C,L6_UPC,0.47,0.36,1.0,1.74,0.18,0.23,0.06,420.0,340.0,200.0,130.0,0.7,2.79,E2_L6PC_diff,1.0,0.0432650057887969,0.0331391533701423,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_UPC,L2_IPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.0405034096746184,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_UPC,L2_TPC:A,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.0405034096746184,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_UPC,L2_TPC:B,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.0405034096746184,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_UPC,L3_TPC:A,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.0405034096746184,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_UPC,L3_TPC:C,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.0405034096746184,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_UPC,L4_SSC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.0405034096746184,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_UPC,L4_TPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.0405034096746184,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_UPC,L4_UPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.0405034096746184,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_UPC,L5_TPC:A,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.0405034096746184,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_UPC,L5_TPC:B,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.0405034096746184,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_UPC,L5_TPC:C,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.0405034096746184,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_UPC,L5_UPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.0405034096746184,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_UPC,L6_BPC,0.47,0.36,1.0,1.74,0.18,0.23,0.06,420.0,340.0,200.0,130.0,0.7,2.79,E2_L6PC_diff,1.0,0.0432650057887969,0.0331391533701423,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_UPC,L6_HPC,0.47,0.36,1.0,1.74,0.18,0.23,0.06,420.0,340.0,200.0,130.0,0.7,2.79,E2_L6PC_diff,1.0,0.0432650057887969,0.0331391533701423,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_UPC,L6_IPC,0.47,0.36,1.0,1.74,0.18,0.23,0.06,420.0,340.0,200.0,130.0,0.7,2.79,E2_L6PC_diff,1.0,0.0432650057887969,0.0331391533701423,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_UPC,L6_TPC:A,0.47,0.36,1.0,1.74,0.18,0.23,0.06,420.0,340.0,200.0,130.0,0.7,2.79,E2_L6PC_diff,1.0,0.0432650057887969,0.0331391533701423,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_UPC,L6_TPC:C,0.47,0.36,1.0,1.74,0.18,0.23,0.06,420.0,340.0,200.0,130.0,0.7,2.79,E2_L6PC_diff,1.0,0.0432650057887969,0.0331391533701423,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_UPC,L6_UPC,0.78,0.23,1.0,1.74,0.18,0.23,0.06,420.0,340.0,200.0,130.0,0.7,2.79,E2_L6PC_same,1.0,0.0718014989686418,0.0211722368753687,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
