pregid,postgid,freq,delay,syn_id,initial_rho_raw,final_rho_raw,initial_rho,final_rho
180164,197248,10.0,-10.0,348477224,0.0,0.0,0,0
180164,197248,10.0,-10.0,348477225,0.0,0.0,0,0
180164,197248,10.0,-10.0,348477226,1.0,1.0,1,1
180164,197248,10.0,-10.0,348477227,0.0,0.0,0,0
180164,197248,10.0,10.0,348477224,0.0,0.0,0,0
180164,197248,10.0,10.0,348477225,0.0,0.0,0,0
180164,197248,10.0,10.0,348477226,1.0,1.0,1,1
180164,197248,10.0,10.0,348477227,0.0,0.0,0,0
180236,203656,10.0,-10.0,375936158,0.0,0.0,0,0
180236,203656,10.0,-10.0,375936159,0.0,0.0,0,0
180236,203656,10.0,-10.0,375936160,1.0,0.42354333883236434,1,0
180236,203656,10.0,-10.0,375936161,1.0,0.4244401049235113,1,0
180236,203656,10.0,-10.0,375936162,1.0,0.4022133400031615,1,0
180236,203656,10.0,-10.0,375936163,0.0,0.390574693512863,0,0
180236,203656,10.0,-10.0,375936164,1.0,0.39011196374392093,1,0
180236,203656,10.0,-10.0,375936165,1.0,0.5048421964143035,1,1
180236,203656,10.0,10.0,375936158,0.0,0.0,0,0
180236,203656,10.0,10.0,375936159,0.0,0.0,0,0
180236,203656,10.0,10.0,375936160,1.0,0.5356987958918585,1,1
180236,203656,10.0,10.0,375936161,1.0,0.45501810179879315,1,0
180236,203656,10.0,10.0,375936162,1.0,0.44778305505286076,1,0
180236,203656,10.0,10.0,375936163,0.0,0.45198911485597737,0,0
180236,203656,10.0,10.0,375936164,1.0,0.4573070236766403,1,0
180236,203656,10.0,10.0,375936165,1.0,0.6775920777528572,1,1
180329,189548,10.0,-10.0,314608108,0.0,0.0,0,0
180329,189548,10.0,-10.0,314608109,1.0,1.0,1,1
180329,189548,10.0,-10.0,314608110,0.0,0.33510647050181247,0,0
180329,189548,10.0,-10.0,314608111,0.0,0.3823387132982174,0,0
180329,189548,10.0,10.0,314608108,0.0,0.0,0,0
180329,189548,10.0,10.0,314608109,1.0,1.0,1,1
180329,189548,10.0,10.0,314608110,0.0,0.48173864042332104,0,0
180329,189548,10.0,10.0,314608111,0.0,0.51517363701686,0,1
180687,187024,10.0,-10.0,303146349,1.0,0.3555506009306836,1,0
180687,187024,10.0,-10.0,303146350,1.0,0.34895126003021854,1,0
180687,187024,10.0,-10.0,303146351,1.0,1.0,1,1
180687,187024,10.0,-10.0,303146352,1.0,1.0,1,1
180687,187024,10.0,-10.0,303146353,0.0,0.0,0,0
180687,187024,10.0,-10.0,303146354,0.0,0.0,0,0
180687,187024,10.0,-10.0,303146355,0.0,0.19120488271771313,0,0
180687,187024,10.0,10.0,303146349,1.0,0.4405232003574675,1,0
180687,187024,10.0,10.0,303146350,1.0,0.42511842499448976,1,0
180687,187024,10.0,10.0,303146351,1.0,1.0,1,1
180687,187024,10.0,10.0,303146352,1.0,1.0,1,1
180687,187024,10.0,10.0,303146353,0.0,0.0,0,0
180687,187024,10.0,10.0,303146354,0.0,0.0,0,0
180687,187024,10.0,10.0,303146355,0.0,0.20554735931629659,0,0
180723,207048,10.0,-10.0,390637380,1.0,0.3990407993199964,1,0
180723,207048,10.0,-10.0,390637381,0.0,0.3722689036456044,0,0
180723,207048,10.0,-10.0,390637382,1.0,0.3907570832713467,1,0
180723,207048,10.0,-10.0,390637383,0.0,0.0,0,0
180723,207048,10.0,-10.0,390637384,0.0,0.0,0,0
180723,207048,10.0,-10.0,390637385,0.0,0.0,0,0
180723,207048,10.0,-10.0,390637386,0.0,0.0,0,0
180723,207048,10.0,-10.0,390637387,0.0,0.41160909448745964,0,0
180723,207048,10.0,-10.0,390637388,0.0,0.41498497082200886,0,0
180723,207048,10.0,-10.0,390637389,1.0,1.0,1,1
180723,207048,10.0,10.0,390637380,1.0,0.38210696342685285,1,0
180723,207048,10.0,10.0,390637381,0.0,0.31378752562177925,0,0
180723,207048,10.0,10.0,390637382,1.0,0.3148139946160138,1,0
180723,207048,10.0,10.0,390637383,0.0,0.0,0,0
180723,207048,10.0,10.0,390637384,0.0,0.0,0,0
180723,207048,10.0,10.0,390637385,0.0,0.0,0,0
180723,207048,10.0,10.0,390637386,0.0,0.0,0,0
180723,207048,10.0,10.0,390637387,0.0,0.43799565754331615,0,0
180723,207048,10.0,10.0,390637388,0.0,0.48905728185997194,0,0
180723,207048,10.0,10.0,390637389,1.0,1.0,1,1
180815,206160,10.0,-10.0,386714985,1.0,0.42964676946398295,1,0
180815,206160,10.0,-10.0,386714986,1.0,0.4206534397163454,1,0
180815,206160,10.0,-10.0,386714987,0.0,0.0,0,0
180815,206160,10.0,-10.0,386714988,0.0,0.0,0,0
180815,206160,10.0,-10.0,386714989,0.0,0.4208637325776286,0,0
180815,206160,10.0,-10.0,386714990,0.0,0.2642497196717892,0,0
180815,206160,10.0,-10.0,386714991,1.0,1.0,1,1
180815,206160,10.0,-10.0,386714992,0.0,0.3997502070237172,0,0
180815,206160,10.0,-10.0,386714993,0.0,0.0,0,0
180815,206160,10.0,-10.0,386714994,0.0,0.0,0,0
180815,206160,10.0,-10.0,386714995,0.0,0.4126089862000468,0,0
180815,206160,10.0,-10.0,386714996,0.0,0.0,0,0
180815,206160,10.0,-10.0,386714997,0.0,0.0,0,0
180815,206160,10.0,-10.0,386714998,0.0,0.0,0,0
180815,206160,10.0,10.0,386714985,1.0,0.6202822642926591,1,1
180815,206160,10.0,10.0,386714986,1.0,0.5623671382237296,1,1
180815,206160,10.0,10.0,386714987,0.0,0.0,0,0
180815,206160,10.0,10.0,386714988,0.0,0.0,0,0
180815,206160,10.0,10.0,386714989,0.0,0.8317479226099626,0,1
180815,206160,10.0,10.0,386714990,0.0,0.0008902507841128851,0,0
180815,206160,10.0,10.0,386714991,1.0,1.0,1,1
180815,206160,10.0,10.0,386714992,0.0,0.4589597985935349,0,0
180815,206160,10.0,10.0,386714993,0.0,0.0,0,0
180815,206160,10.0,10.0,386714994,0.0,0.0,0,0
180815,206160,10.0,10.0,386714995,0.0,0.5396512286353877,0,1
180815,206160,10.0,10.0,386714996,0.0,0.0,0,0
180815,206160,10.0,10.0,386714997,0.0,0.0,0,0
180815,206160,10.0,10.0,386714998,0.0,0.0,0,0
180834,205125,10.0,-10.0,382243740,0.0,0.0,0,0
180834,205125,10.0,-10.0,382243741,1.0,1.0,1,1
180834,205125,10.0,-10.0,382243742,1.0,1.0,1,1
180834,205125,10.0,-10.0,382243743,0.0,0.3684873301400827,0,0
180834,205125,10.0,-10.0,382243744,0.0,0.0,0,0
180834,205125,10.0,10.0,382243740,0.0,0.0,0,0
180834,205125,10.0,10.0,382243741,1.0,1.0,1,1
180834,205125,10.0,10.0,382243742,1.0,1.0,1,1
180834,205125,10.0,10.0,382243743,0.0,0.615054193147194,0,1
180834,205125,10.0,10.0,382243744,0.0,0.0,0,0
181002,188173,10.0,-10.0,308315299,1.0,0.9840366348131121,1,1
181002,188173,10.0,-10.0,308315300,1.0,1.0,1,1
181002,188173,10.0,-10.0,308315301,0.0,0.0,0,0
181002,188173,10.0,-10.0,308315302,0.0,0.0,0,0
181002,188173,10.0,-10.0,308315303,0.0,0.0,0,0
181002,188173,10.0,-10.0,308315304,1.0,1.0,1,1
181002,188173,10.0,-10.0,308315305,0.0,0.0,0,0
181002,188173,10.0,-10.0,308315306,0.0,0.0,0,0
181002,188173,10.0,-10.0,308315307,1.0,1.0,1,1
181002,188173,10.0,10.0,308315299,1.0,0.07876976791148123,1,0
181002,188173,10.0,10.0,308315300,1.0,1.0,1,1
181002,188173,10.0,10.0,308315301,0.0,0.0,0,0
181002,188173,10.0,10.0,308315302,0.0,0.0,0,0
181002,188173,10.0,10.0,308315303,0.0,0.0,0,0
181002,188173,10.0,10.0,308315304,1.0,1.0,1,1
181002,188173,10.0,10.0,308315305,0.0,0.0,0,0
181002,188173,10.0,10.0,308315306,0.0,0.0,0,0
181002,188173,10.0,10.0,308315307,1.0,1.0,1,1
181023,208822,10.0,-10.0,398351429,0.0,0.40307834437138623,0,0
181023,208822,10.0,-10.0,398351430,0.0,0.025068742087063327,0,0
181023,208822,10.0,-10.0,398351431,1.0,0.10835611772007231,1,0
181023,208822,10.0,-10.0,398351432,0.0,0.0,0,0
181023,208822,10.0,10.0,398351429,0.0,0.8006467264798569,0,1
181023,208822,10.0,10.0,398351430,0.0,0.02223448092479646,0,0
181023,208822,10.0,10.0,398351431,1.0,0.27838862050452773,1,0
181023,208822,10.0,10.0,398351432,0.0,0.0,0,0
181295,210119,10.0,-10.0,404069811,0.0,0.4050741570169143,0,0
181295,210119,10.0,-10.0,404069812,1.0,1.0,1,1
181295,210119,10.0,-10.0,404069813,0.0,0.0,0,0
181295,210119,10.0,-10.0,404069814,1.0,0.642422876998169,1,1
181295,210119,10.0,-10.0,404069815,0.0,0.0,0,0
181295,210119,10.0,-10.0,404069816,0.0,0.40488546101583,0,0
181295,210119,10.0,-10.0,404069817,0.0,0.4062091732779548,0,0
181295,210119,10.0,-10.0,404069818,0.0,0.4062200878215258,0,0
181295,210119,10.0,-10.0,404069819,0.0,0.4501416738053364,0,0
181295,210119,10.0,10.0,404069811,0.0,0.45480946837630143,0,0
181295,210119,10.0,10.0,404069812,1.0,1.0,1,1
181295,210119,10.0,10.0,404069813,0.0,0.0,0,0
181295,210119,10.0,10.0,404069814,1.0,1.0,1,1
181295,210119,10.0,10.0,404069815,0.0,0.0,0,0
181295,210119,10.0,10.0,404069816,0.0,0.522120550637169,0,1
181295,210119,10.0,10.0,404069817,0.0,0.5562994882625146,0,1
181295,210119,10.0,10.0,404069818,0.0,0.5447694768892575,0,1
181295,210119,10.0,10.0,404069819,0.0,0.5788303063405087,0,1
181588,206273,10.0,-10.0,387227451,0.0,0.3838342282253626,0,0
181588,206273,10.0,-10.0,387227452,0.0,0.41473072901939845,0,0
181588,206273,10.0,-10.0,387227453,0.0,0.3749517928069759,0,0
181588,206273,10.0,-10.0,387227454,0.0,0.4001578162348812,0,0
181588,206273,10.0,-10.0,387227455,0.0,0.44529302809945115,0,0
181588,206273,10.0,-10.0,387227456,0.0,0.4258467765026722,0,0
181588,206273,10.0,-10.0,387227457,1.0,0.45580699483566184,1,0
181588,206273,10.0,-10.0,387227458,0.0,0.42580344345255944,0,0
181588,206273,10.0,10.0,387227451,0.0,0.6869418047726026,0,1
181588,206273,10.0,10.0,387227452,0.0,0.4444256953608707,0,0
181588,206273,10.0,10.0,387227453,0.0,0.5842326399837492,0,1
181588,206273,10.0,10.0,387227454,0.0,0.6343126078964645,0,1
181588,206273,10.0,10.0,387227455,0.0,0.77782718729211,0,1
181588,206273,10.0,10.0,387227456,0.0,0.49404739915347595,0,0
181588,206273,10.0,10.0,387227457,1.0,0.6038404348067743,1,1
181588,206273,10.0,10.0,387227458,0.0,0.5098645054231187,0,1
182072,199843,10.0,-10.0,359590917,1.0,0.3939599719034561,1,0
182072,199843,10.0,-10.0,359590918,0.0,0.41493024174961507,0,0
182072,199843,10.0,-10.0,359590919,0.0,0.0,0,0
182072,199843,10.0,-10.0,359590920,0.0,0.0,0,0
182072,199843,10.0,-10.0,359590921,0.0,0.0,0,0
182072,199843,10.0,-10.0,359590922,0.0,0.4160623535072866,0,0
182072,199843,10.0,-10.0,359590923,1.0,0.4102601053011516,1,0
182072,199843,10.0,10.0,359590917,1.0,0.4541684379495919,1,0
182072,199843,10.0,10.0,359590918,0.0,0.6308005412557315,0,1
182072,199843,10.0,10.0,359590919,0.0,0.0,0,0
182072,199843,10.0,10.0,359590920,0.0,0.0,0,0
182072,199843,10.0,10.0,359590921,0.0,0.0,0,0
182072,199843,10.0,10.0,359590922,0.0,0.5206699701298552,0,1
182072,199843,10.0,10.0,359590923,1.0,0.5592693668456397,1,1
182354,185997,10.0,-10.0,298573895,1.0,0.41555636115688566,1,0
182354,185997,10.0,-10.0,298573896,0.0,0.3663216017507963,0,0
182354,185997,10.0,-10.0,298573897,0.0,0.3944274333825425,0,0
182354,185997,10.0,-10.0,298573898,1.0,1.0,1,1
182354,185997,10.0,-10.0,298573899,1.0,1.0,1,1
182354,185997,10.0,-10.0,298573900,1.0,1.0,1,1
182354,185997,10.0,-10.0,298573901,1.0,0.38977210310141475,1,0
182354,185997,10.0,-10.0,298573902,0.0,0.41364536888770814,0,0
182354,185997,10.0,-10.0,298573903,0.0,0.0,0,0
182354,185997,10.0,-10.0,298573904,1.0,1.0,1,1
182354,185997,10.0,10.0,298573895,1.0,0.4223123289895945,1,0
182354,185997,10.0,10.0,298573896,0.0,0.2584868140756056,0,0
182354,185997,10.0,10.0,298573897,0.0,0.342888290677383,0,0
182354,185997,10.0,10.0,298573898,1.0,1.0,1,1
182354,185997,10.0,10.0,298573899,1.0,1.0,1,1
182354,185997,10.0,10.0,298573900,1.0,1.0,1,1
182354,185997,10.0,10.0,298573901,1.0,0.4814453705760488,1,0
182354,185997,10.0,10.0,298573902,0.0,0.46637917930186823,0,0
182354,185997,10.0,10.0,298573903,0.0,0.0,0,0
182354,185997,10.0,10.0,298573904,1.0,1.0,1,1
182369,181607,10.0,-10.0,278810235,0.0,0.0,0,0
182369,181607,10.0,-10.0,278810236,1.0,1.0,1,1
182369,181607,10.0,-10.0,278810237,1.0,0.3705640829283602,1,0
182369,181607,10.0,-10.0,278810238,0.0,0.0,0,0
